id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,state,lat,long,posting_date
7574403331,https://bham.craigslist.org/ctd/d/cullman-2017-gmc-sierra-slt-z71-4x4/7574403331.html,birmingham,https://bham.craigslist.org,33990,2017.0,gmc,sierra slt z71 4x4,like new,8 cylinders,gas,55000.0,clean,automatic,,4wd,full-size,truck,white,https://images.craigslist.org/00t0t_fQYBDOhxeHQz_0CI0t2_600x450.jpg,SUPER NICE ONE OWNER GMC SIERRA Z71 4x4 SLT PACKAGE WITH SUNROOF NEW TIRES LEATHER HEATED COOLED SEATS LOADED!! TRUCKCOUNTRYAUTOS CULLMAN ALABAMA 256 734 3362 THIS TRUCK HAS THE 6.2 v8!! RUNS DRIVES GREAT WARRANTY INCLUDED.GREAT FINANCING ON THE SPOT WAC! CLEAN CARFAX! ALABAMA TRUCK,al,34.188155,-86.851389,2023-01-03T09:42:46-0600
