id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,state,lat,long,posting_date
7574006855,https://sarasota.craigslist.org/cto/d/venice-toyota-rav-for-sale/7574006855.html,sarasota-bradenton,https://sarasota.craigslist.org,27000,2021.0,toyota,rav 4,excellent,4 cylinders,gas,20106.0,lien,automatic,,fwd,compact,SUV,grey,https://images.craigslist.org/00J0J_4CGlkXfqD3xz_0t20CI_600x450.jpg,This roomy and fuel efficient RAV 4 XLE has great cargo room. Easy to use technology with great safety features. Great fuel milage in town and highway!,fl,27.0606,-82.352,2023-01-02T09:07:08-0500
