id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,state,lat,long,posting_date
7579401247,https://delaware.craigslist.org/cto/d/newark-2007-gmc-denali/7579401247.html,delaware,https://delaware.craigslist.org,6800,2007.0,gmc,yukon xl denali,like new,8 cylinders,gas,227755.0,clean,automatic,,4wd,full-size,SUV,white,https://images.craigslist.org/00t0t_5xONrcuJBN1_0CI0t2_600x450.jpg,Garage kept and in perfect shape despite high miles do to daily highway driving. 227k on clock. 90 dsy warranty with full offer. But absolutely flawless. And gets decent gas mileage. 80 dollars to fill up with premium and drive all week. Engine transmission body paint and interior is in immaculate condition. Adjustable pedals. Heated leather seats. 3row seats. Flip down DVD. New tires and brakes. Bluetooth. Runs smooth like a Cadillac. Clesn title. Tow package and so much more. Call show contact info for more info. If you don't like atfer 24hrs of buying I will buy it back.,de,39.609236,-75.710026,2023-01-17T07:45:03-0500
