id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,state,lat,long,posting_date
7579444612,https://bham.craigslist.org/ctd/d/cullman-2018-chevrolet-silverado-2500/7579444612.html,birmingham,https://bham.craigslist.org,44500,2018.0,chevrolet,silverado 2500 lt 4x4,like new,8 cylinders,diesel,132000.0,clean,automatic,,4wd,full-size,truck,white,https://images.craigslist.org/00y0y_5Dqyi5I0wEM_0CI0t2_600x450.jpg,2018 CHEVROLET SILVERADO 2500 LT 4x4 DURAMAX DIESEL NEW TIRES CLEAN CARFAX FULLY LOADED VERY NICE TRUCK! WE ARE HAVING A HUGE ENVENTORY REDUCTION SALE RIGHT NOW TRUCKCOUNTRYAUTOS CULLMAN ALABAMA 256 734 3362 GREAT FINANCING ON THE SPOT WAC !! LOW RATES!!,al,34.188155,-86.851389,2023-01-17T09:20:50-0600
