id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,state,lat,long,posting_date
7577572254,https://tallahassee.craigslist.org/cto/d/havana-04-350/7577572254.html,tallahassee,https://tallahassee.craigslist.org,15000,2004.0,ford,f-350,excellent,8 cylinders,diesel,208020.0,clean,automatic,,4wd,full-size,truck,white,https://images.craigslist.org/01010_gFwC7gWNRi_0t20CI_600x450.jpg,I bought from the original owner about 3 years ago. It has been a great truck. Itâ€™s lifted with Toyo tires 315/75/16. The engine is a 6.0 and has been bulletproof. I have maintained it since Iâ€™ve had it. I recently had it serviced by a certified diesel mechanic.,fl,30.6092,-84.4143,2023-01-11T23:11:35-0500
